,,,,,,,,,SUBNATION_NAME,NAME_CATEGORY_DESC,ELCODE,FAMILY,Scientific Name,Common Name,SNAME [ACIMS],ORIGIN,TreeTime,SeedTime,GCOMNAME,S_RANK,N_RANK,G_RANK,ORIGIN,CURRENT_PRESENCE_ABSENCE,TRACK_STATUS,,,,GNAME
,,,,,,,,,Alberta,Vascular Plant,PMLIL1X010,Liliaceae,Streptopus amplexifolius,clasping-leaved twisted-stalk,Streptopus amplexifolius,Native,FALSE,FALSE,Clasping Twisted-stalk,S5,N5,G5,Native,Present,Do not track,,,,Streptopus amplexifolius
,,,,,,,,,Alberta,Vascular Plant,PMLIL1X020,Liliaceae,Streptopus lanceolatus,rose mandarin,Streptopus lanceolatus,Native,FALSE,FALSE,Rosy Twisted-stalk,S1,N5,G5,Native,Present,Do not track,,,,Streptopus lanceolatus
,,,,,,,,,Alberta,Vascular Plant,PMLIL1X024,Liliaceae,Streptopus lanceolatus var. curvipes,western rose twisted-stalk,Streptopus lanceolatus var. curvipes,Native,FALSE,FALSE,Rosy Twisted-stalk,S1,N4,G5T4?,Native,Present,Track all extant and selected historical EOs,,,,Streptopus lanceolatus var. curvipes
,,,,,,,,,Alberta,Vascular Plant,PMLIL1X030,Liliaceae,Streptopus streptopoides,twisted-stalk,Streptopus streptopoides,Native,FALSE,FALSE,Small Twisted-stalk,S1,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Streptopus streptopoides
,,,,,,,,,Alberta,Vascular Plant,PMPOT03090,Potamogetonaceae,Stuckenia filiformis,thread-leaved pondweed,Stuckenia filiformis,Native,FALSE,FALSE,Slender Pondweed,S4,N5,G5,Native,Present,Do not track,,,,Stuckenia filiformis
,,,,,,,,,Alberta,Vascular Plant,PMPOT03091,Potamogetonaceae,Stuckenia filiformis ssp. alpina,thread-leaved pondweed,Stuckenia filiformis ssp. alpina,Native,FALSE,FALSE,Northern Slender Pondweed,SU,N5,G5T5,Native,Present,Do not track,,,,Stuckenia filiformis ssp. alpina
,,,,,,,,,Alberta,Vascular Plant,PMPOT03092,Potamogetonaceae,Stuckenia filiformis ssp. occidentalis,western thread-leaved pondweed,Stuckenia filiformis ssp. occidentalis,Native,FALSE,FALSE,Slender Pondweed,SU,N5,G5T5,Native,Present,Do not track,,,,Stuckenia filiformis ssp. occidentalis
,,,,,,,,Bearberry Creek Greenhouses,Alberta,Vascular Plant,PMPOT030S0,Potamogetonaceae,Stuckenia pectinata,sago pondweed,Stuckenia pectinata,Native,FALSE,FALSE,Sago Pondweed,S4,N5,G5,Native,Present,Do not track,,,,Stuckenia pectinata
,,,,,,,,,Alberta,Vascular Plant,PMPOT03140,Potamogetonaceae,Stuckenia vaginata,large-sheath pondweed,Stuckenia vaginata,Native,FALSE,FALSE,Sheathed Pondweed,S4,N5,G5,Native,Present,Do not track,,,,Stuckenia vaginata
,,,,,,,,,Alberta,Vascular Plant,PDCHE0P0H0,Chenopodiaceae,Suaeda calceoliformis,western sea-blite,Suaeda calceoliformis,Native,FALSE,FALSE,American Sea-blite,S5,N5,G5,Native,Present,Do not track,,,,Suaeda calceoliformis
,,,,,,,,,Alberta,Vascular Plant,PDCHE0P0F0,Chenopodiaceae,Suaeda nigra,Moquin's sea-blite,Suaeda nigra,Native,FALSE,FALSE,Shrubby Seepweed,S3,N3,G5,Native,Present,Track all extant and selected historical EOs,,,,Suaeda moquinii
,,,,,,,,,Alberta,Vascular Plant,PDCHE0Q010,Chenopodiaceae,Suckleya suckleyana,poison suckleya,Suckleya suckleyana,Native,FALSE,FALSE,Poison Suckleya,S3,N4?,G5,Native,Present,Track all extant and selected historical EOs,,,,Suckleya suckleyana
,,,,,,,,,Alberta,Vascular Plant,PDSAX0W010,Saxifragaceae,Suksdorfia ranunculifolia,suksdorfia,Suksdorfia ranunculifolia,Native,FALSE,FALSE,Buttercup-leaved Suksdorfia,S1,N3N4,G5,Native,Present,Track all extant and selected historical EOs,,,,Suksdorfia ranunculifolia
,,,,,,,,,Alberta,Vascular Plant,PDSAX0W020,Saxifragaceae,Suksdorfia violacea,blue suksdorfia,Suksdorfia violacea,Native,FALSE,FALSE,Violet Suksdorfia,S1,N3N4,G4,Native,Present,Track all extant and selected historical EOs,,,,Suksdorfia violacea
,,,,,,ALCLA,Medieval Manor Gardens,Sunstar Nurseries Ltd.,Alberta,Vascular Plant,PDCPR05020,Caprifoliaceae,Symphoricarpos albus,snowberry,Symphoricarpos albus,Native,TRUE,FALSE,Snowberry,S5,N5,G5,Native,Present,Do not track,,,,Symphoricarpos albus
,,,,,,,,,Alberta,Vascular Plant,PDCPR05021,Caprifoliaceae,Symphoricarpos albus var. albus,snowberry,Symphoricarpos albus var. albus,Native,FALSE,FALSE,Common Snowberry,S5,N5,G5T5,Native,Present,Do not track,,,,Symphoricarpos albus var. albus
,,,,,,,,Sunstar Nurseries Ltd.,Alberta,Vascular Plant,PDCPR05080,Caprifoliaceae,Symphoricarpos occidentalis,buckbrush,Symphoricarpos occidentalis,Native,FALSE,FALSE,Northern Snowberry,S5,N5,G5,Native,Present,Do not track,,,,Symphoricarpos occidentalis
,,,,,,,,,Alberta,Vascular Plant,PDASTE8060,Asteraceae,Symphyotrichum ascendens,western aster,Symphyotrichum ascendens,Native,FALSE,FALSE,Western Aster,S3,N3,G5,Native,Present,Do not track,,,,Symphyotrichum ascendens
,,,,,,,,Medieval Manor Gardens,Alberta,Vascular Plant,PDASTE8070,Asteraceae,Symphyotrichum boreale,marsh aster,Symphyotrichum boreale,Native,FALSE,FALSE,Boreal Aster,S5,N5,G5,Native,Present,Do not track,,,,Symphyotrichum boreale
,,,,,,,,,Alberta,Vascular Plant,PDASTE8090,Asteraceae,Symphyotrichum campestre,meadow aster,Symphyotrichum campestre,Native,FALSE,FALSE,Western Meadow Aster,S3,N4,G5,Native,Present,Do not track,,,,Symphyotrichum campestre
,,,,,,,,,Alberta,Vascular Plant,PDASTE8010,Asteraceae,Symphyotrichum ciliatum,rayless aster,Symphyotrichum ciliatum,Native,FALSE,FALSE,Alkali American-aster,S4,N5,G5,Native,Present,Do not track,,,,Symphyotrichum ciliatum
,,,,,,Medieval Manor Gardens,Edmonton Native Plant Society,Arnica Wildflowers,Alberta,Vascular Plant,PDASTE8480,Asteraceae,Symphyotrichum ciliolatum,Lindley's aster,Symphyotrichum ciliolatum,Native,FALSE,FALSE,Lindley's Aster,S5,N5,G5,Native,Present,Do not track,,,,Symphyotrichum ciliolatum
,,,,,,,,,Alberta,Vascular Plant,PDASTE80B0,Asteraceae,Symphyotrichum cusickii,Cusick's aster,Symphyotrichum cusickii,Native,FALSE,FALSE,Cusick's Aster,SU,NU,G4?,Native,Present,Track all extant and selected historical EOs,,,,Symphyotrichum cusickii
,,,,,,,,,Alberta,Vascular Plant,PDASTE80E0,Asteraceae,Symphyotrichum eatonii,Eaton's aster,Symphyotrichum eatonii,Native,FALSE,FALSE,Eaton's Aster,S3,N4,G5,Native,Present,Do not track,,,,Symphyotrichum eatonii
,,,,,Medieval Manor Gardens,Edmonton Native Plant Society,Prairie Flora Greenhouse,Arnica Wildflowers,Alberta,Vascular Plant,PDASTE80L0,Asteraceae,Symphyotrichum ericoides,tufted white prairie aster,Symphyotrichum ericoides,Native,FALSE,FALSE,White Heath Aster,S5,N5,G5,Native,Present,Do not track,,,,Symphyotrichum ericoides
,,,,,,,,,Alberta,Vascular Plant,PDASTE80L3,Asteraceae,Symphyotrichum ericoides var. pansum,tufted white prairie aster,Symphyotrichum ericoides var. pansum,Native,FALSE,FALSE,White Heath Aster,S5,N5,G5T5,Native,Present,Do not track,,,,Symphyotrichum ericoides var. pansum
,,,,,,,,ALCLA,Alberta,Vascular Plant,PDASTE80N0,Asteraceae,Symphyotrichum falcatum,creeping white prairie aster,Symphyotrichum falcatum,Native,FALSE,FALSE,White Prairie Aster,S5,N5,G5,Native,Present,Do not track,,,,Symphyotrichum falcatum
,,,,,,,,,Alberta,Vascular Plant,PDASTE80N2,Asteraceae,Symphyotrichum falcatum var. commutatum,creeping white prairie aster,Symphyotrichum falcatum var. commutatum,Native,FALSE,FALSE,White Prairie Aster,SU,N4N5,G5T4T5,Native,Present,Do not track,,,,Symphyotrichum falcatum var. commutatum
,,,,,,,,,Alberta,Vascular Plant,PDASTE80N4,Asteraceae,Symphyotrichum falcatum var. falcatum,creeping white prairie aster,Symphyotrichum falcatum var. falcatum,Native,FALSE,FALSE,White Prairie Aster,SU,N4N5,G5T4T5,Native,Present,Do not track,,,,Symphyotrichum falcatum var. falcatum
,,,,,,,,,Alberta,Vascular Plant,PDASTE8213,Asteraceae,Symphyotrichum firmum,glossy-leaved aster,Symphyotrichum firmum,Native,FALSE,FALSE,Swamp Aster,SU,N4N5,G5,Native,Present,Do not track,,,,Symphyotrichum firmum
,,,,,,,,,Alberta,Vascular Plant,PDASTE80Q0,Asteraceae,Symphyotrichum foliaceum,leafy-bracted aster,Symphyotrichum foliaceum,Native,FALSE,FALSE,Leafy-bracted Aster,SU,N5,G5,Native,Present,Do not track,,,,Symphyotrichum foliaceum
,,,,,,,,,Alberta,Vascular Plant,PDASTE80Q3,Asteraceae,Symphyotrichum foliaceum var. foliaceum,leafy-bracted aster,Symphyotrichum foliaceum var. foliaceum,Native,FALSE,FALSE,Leafy-bracted Aster,SU,N4N5,G5T5,Native,Present,Track all extant and selected historical EOs,,,,Symphyotrichum foliaceum var. foliaceum
,,,,,,,,,Alberta,Vascular Plant,PDASTE80Q4,Asteraceae,Symphyotrichum foliaceum var. parryi,leafy-bracted aster,Symphyotrichum foliaceum var. parryi,Native,FALSE,FALSE,Parry's Aster,SU,N4N5,G5T5,Native,Present,Do not track,,,,Symphyotrichum foliaceum var. parryi
,,,ALCLA,K&S Growers,Medieval Manor Gardens,Edmonton Native Plant Society,Prairie Flora Greenhouse,Arnica Wildflowers,Alberta,Vascular Plant,PDASTE80Y0,Asteraceae,Symphyotrichum laeve,smooth aster,Symphyotrichum laeve,Native,FALSE,FALSE,Smooth Blue Aster,S5,N5,G5,Native,Present,Do not track,,,,Symphyotrichum laeve
,,,,,,,,,Alberta,Vascular Plant,PDASTE80Y5,Asteraceae,Symphyotrichum laeve var. geyeri,smooth aster,Symphyotrichum laeve var. geyeri,Native,FALSE,FALSE,Geyer's Aster,S5,N5,G5T5,Native,Present,Do not track,,,,Symphyotrichum laeve var. geyeri
,,,,,,,,Arnica Wildflowers,Alberta,Vascular Plant,PDASTE8540,Asteraceae,Symphyotrichum lanceolatum,western willow aster,Symphyotrichum lanceolatum,Native,FALSE,FALSE,Panicled Aster,S5,N5,G5,Native,Present,Do not track,,,,Symphyotrichum lanceolatum
,,,,,,,,,Alberta,Vascular Plant,PDASTE8545,Asteraceae,Symphyotrichum lanceolatum var. hesperium,western willow aster,Symphyotrichum lanceolatum var. hesperium,Native,FALSE,FALSE,Siskiyou Aster,S5,N5,G5T5,Native,Present,Do not track,,,,Symphyotrichum lanceolatum ssp. hesperium
,,,,,,,,,Alberta,Vascular Plant,PDASTE8548,Asteraceae,Symphyotrichum lanceolatum var. lanceolatum,western willow aster,Symphyotrichum lanceolatum var. lanceolatum,Native,FALSE,FALSE,Panicled Aster,SU,N5,G5T5,Native,Present,Do not track,,,,Symphyotrichum lanceolatum var. lanceolatum
,,,,,,ALCLA,Medieval Manor Gardens,Edmonton Native Plant Society,Alberta,Vascular Plant,PDASTE8210,Asteraceae,Symphyotrichum puniceum,purple-stemmed aster,Symphyotrichum puniceum,Native,FALSE,FALSE,Swamp Aster,S4,N5,G5,Native,Present,Do not track,,,,Symphyotrichum puniceum
,,,,,,,,,Alberta,Vascular Plant,PDASTE8211,Asteraceae,Symphyotrichum puniceum var. puniceum,purple-stemmed aster,Symphyotrichum puniceum var. puniceum,Native,FALSE,FALSE,Swamp Aster,S4,N5,G5T5,Native,Present,Do not track,,,,Symphyotrichum puniceum var. puniceum
,,,,,,,,,Alberta,Vascular Plant,PDASTE8320,Asteraceae,Symphyotrichum subspicatum,leafy-bracted aster,Symphyotrichum subspicatum,Native,FALSE,FALSE,Douglas' Aster,S3,N5,G5,Native,Present,Do not track,,,,Symphyotrichum subspicatum
,,,,,,,,,Alberta,Vascular Plant,PDBOR0X020,Boraginaceae,Symphytum officinale,comfrey,Symphytum officinale,Exotic,FALSE,FALSE,Common Comfrey,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Symphytum officinale
,,,,,,,,,Alberta,Vascular Plant,PDOLE0C010,Oleaceae,Syringa vulgaris,common lilac,Syringa vulgaris,Exotic,TRUE,FALSE,Common Lilac,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Syringa vulgaris
,,,,,,,,,Alberta,Vascular Plant,PDAST92010,Asteraceae,Tanacetum bipinnatum,Lake Huron tansy,Tanacetum bipinnatum,Native,FALSE,FALSE,Lake Huron Tansy,S2,N4N5,G5,Native,Present,Do not track,,,,Tanacetum bipinnatum
,,,,,,,,,Alberta,Vascular Plant,PDAST92012,Asteraceae,Tanacetum bipinnatum ssp. huronense,Indian tansy,Tanacetum bipinnatum ssp. huronense,Native,FALSE,FALSE,Lake Huron Tansy,S2,N4,G5T4T5,Native,Present,Track all extant and selected historical EOs,,,,Tanacetum bipinnatum ssp. huronense
,,,,,,,,,Alberta,Vascular Plant,PDAST92050,Asteraceae,Tanacetum vulgare,common tansy,Tanacetum vulgare,Exotic,FALSE,FALSE,Common Tansy,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Tanacetum vulgare
,,,,,,,,,Alberta,Vascular Plant,PDAST930Y1,Asteraceae,Taraxacum ceratophorum,northern dandelion,Taraxacum ceratophorum,Native,FALSE,FALSE,Horned Dandelion,S3,N5,G5T5,Native,Present,Do not track,,,,Taraxacum officinale ssp. ceratophorum
,,,,,,,,,Alberta,Vascular Plant,PDAST930Q0,Asteraceae,Taraxacum erythrospermum,red-seeded dandelion,Taraxacum erythrospermum,Exotic,FALSE,FALSE,Red-seeded Dandelion,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Taraxacum laevigatum
,,,,,,,,,Alberta,Vascular Plant,PDAST930Y0,Asteraceae,Taraxacum officinale,common dandelion,Taraxacum officinale,Exotic,FALSE,FALSE,Common Dandelion,SNA,N5,G5,Exotic,Present,Do not track,,,,Taraxacum officinale
,,,,,,,,,Alberta,Vascular Plant,PDAST930V0,Asteraceae,Taraxacum scopulorum,alpine dandelion,Taraxacum scopulorum,Native,FALSE,FALSE,Alpine Dandelion,S1,NNR,G5,Native,Present,Track all extant and selected historical EOs,,,,Taraxacum lyratum
,,,,,,,,,Alberta,Vascular Plant,PDONA03060,Onagraceae,Taraxia breviflora,taraxia,Taraxia breviflora,Native,FALSE,FALSE,Short-flower Suncup,S1,N1N2,G5,Native,Present,Track all extant and selected historical EOs,,,,Camissonia breviflora
,,,,,,,,,Alberta,Vascular Plant,PGTXA01010,Taxaceae,Taxus brevifolia,western yew,Taxus brevifolia,Native,FALSE,FALSE,Pacific Yew,S1,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Taxus brevifolia
,,,,,,,,,Alberta,Vascular Plant,PDSAX18010,Saxifragaceae,Telesonix heucheriformis,telesonix,Telesonix heucheriformis,Native,FALSE,FALSE,False Saxifrage,S3,N2,G4,Native,Present,Do not track,,,,Telesonix heucheriformis
,,,,,,,,,Alberta,Vascular Plant,PDSAX0Z010,Saxifragaceae,Tellima grandiflora,fringe-cups,Tellima grandiflora,Native,FALSE,FALSE,Large Fringe-cup,S1,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Tellima grandiflora
,,,,,,,,,Alberta,Vascular Plant,PDAST8H0U0,Asteraceae,Tephroseris palustris,marsh ragwort,Tephroseris palustris,Native,FALSE,FALSE,Marsh Ragwort,S5,N5,G5,Native,Present,Do not track,,,,Senecio congestus
,,,,,,,,,Alberta,Vascular Plant,PDASTDY010,Asteraceae,Tetraneuris acaulis,butte marigold,Tetraneuris acaulis,Native,FALSE,FALSE,Stemless Four-nerve-daisy,S3,N4,G5,Native,Present,Do not track,,,,Tetraneuris acaulis
,,,,,,,,,Alberta,Vascular Plant,PDASTDY011,Asteraceae,Tetraneuris acaulis var. acaulis,butte marigold,Tetraneuris acaulis var. acaulis,Native,FALSE,FALSE,Stemless Four-nerve-daisy,S3,N4,G5T5,Native,Present,Do not track,,,,Tetraneuris acaulis var. acaulis
,,,,,,Edmonton Native Plant Society,Prairie Flora Greenhouses,Arnica Wildflowers,Alberta,Vascular Plant,PDRAN0M060,Ranunculaceae,Thalictrum dasycarpum,tall meadow rue,Thalictrum dasycarpum,Native,FALSE,FALSE,Purple Meadowrue,S3,N5,G5,Native,Present,Do not track,,,,Thalictrum dasycarpum
,,,,,,,,,Alberta,Vascular Plant,PDRAN0M0F0,Ranunculaceae,Thalictrum occidentale,western meadow rue,Thalictrum occidentale,Native,FALSE,FALSE,Western Meadowrue,S5,N5,G5,Native,Present,Do not track,,,,Thalictrum occidentale
,,,,,,,,,Alberta,Vascular Plant,PDRAN0M0K0,Ranunculaceae,Thalictrum sparsiflorum,flat-fruited meadow rue,Thalictrum sparsiflorum,Native,FALSE,FALSE,Few-flower Meadowrue,S4,N5,G5,Native,Present,Do not track,,,,Thalictrum sparsiflorum
,,,,,ALCLA,Medieval Manor Gardens,Edmonton Native Plant Society,Arnica Wildflowers,Alberta,Vascular Plant,PDRAN0M0Q0,Ranunculaceae,Thalictrum venulosum,veiny meadow rue,Thalictrum venulosum,Native,FALSE,FALSE,Veined Meadowrue,S5,N5,G5,Native,Present,Do not track,,,,Thalictrum venulosum
,,,,,,,,,Alberta,Vascular Plant,PDAST980A0,Asteraceae,Thelesperma subnudum,greenthread,Thelesperma subnudum,Native,FALSE,FALSE,Border Goldthread,S1,N1,G5,Native,Present,Do not track,,,,Thelesperma subnudum
,,,,,,,,,Alberta,Vascular Plant,PDAST980A1,Asteraceae,Thelesperma subnudum var. marginatum,Navajo tea,Thelesperma subnudum var. marginatum,Native,FALSE,FALSE,Border Goldthread,S1,N1,G5T5,Native,Present,Track all extant and selected historical EOs,,,,Thelesperma subnudum var. marginatum
,,,,,,ALCLA,Edmonton Native Plant Society,Arnica Wildflowers,Alberta,Vascular Plant,PDFAB3Z090,Fabaceae,Thermopsis rhombifolia,golden bean,Thermopsis rhombifolia,Native,FALSE,FALSE,Roundleaf Thermopsis,S5,N5,G5,Native,Present,Do not track,,,,Thermopsis rhombifolia
,,,,,,,,,Alberta,Vascular Plant,PDSAN08020,Santalaceae,Thesium arvense,thesium,Thesium arvense,Exotic,FALSE,FALSE,,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Thesium arvense
,,,,,,,,BrettYoung,Alberta,Vascular Plant,PMPOA8H010,Poaceae,Thinopyrum ponticum,rush wheatgrass,Thinopyrum ponticum,Exotic,FALSE,FALSE,Eurasian Quackgrass,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Thinopyrum ponticum
,,,,,,,,,Alberta,Vascular Plant,PDBRA2P030,Brassicaceae,Thlaspi arvense,stinkweed,Thlaspi arvense,Exotic,FALSE,FALSE,Field Pennycress,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Thlaspi arvense
,,,,,,,,,Alberta,Vascular Plant,PGCUP06030,Cupressaceae,Thuja plicata,western red cedar,Thuja plicata,Native,FALSE,FALSE,Western Red-cedar,S2,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Thuja plicata
,,,,,,,,,Alberta,Vascular Plant,PDSAX10030,Saxifragaceae,Tiarella trifoliata,laceflower,Tiarella trifoliata,Native,FALSE,FALSE,Lace Foamflower,S3,N5,G5,Native,Present,Do not track,,,,Tiarella trifoliata
,,,,,,,,,Alberta,Vascular Plant,PDSAX10031,Saxifragaceae,Tiarella trifoliata var.  trifoliata,laceflower,Tiarella trifoliata var.  trifoliata,Native,FALSE,FALSE,Three-leaved Foamflower,S3,N5,G5T5,Native,Present,Do not track,,,,Tiarella trifoliata var. trifoliata
,,,,,,,,,Alberta,Vascular Plant,PDSAX10032,Saxifragaceae,Tiarella trifoliata var. unifoliata,sugar scoop,Tiarella trifoliata var. unifoliata,Native,FALSE,FALSE,Oneleaf Foamflower,S3,N5,G5T5,Native,Present,Do not track,,,,Tiarella trifoliata var. unifoliata
,,,,,,,,,Alberta,Vascular Plant,PMLIL1Y040,Liliaceae,Tofieldia pusilla,dwarf false asphodel,Tofieldia pusilla,Native,FALSE,FALSE,Scotch False Asphodel,S3,N5,G5,Native,Present,Do not track,,,,Tofieldia pusilla
,,,,,,,,,Alberta,Vascular Plant,PDASTE0050,Asteraceae,Tonestus lyallii,Lyall's ironplant,Tonestus lyallii,Native,FALSE,FALSE,Lyall's Haplopappus,S3,N5,G5,Native,Present,Do not track,,,,Tonestus lyallii
,,,,,,,,,Alberta,Vascular Plant,PMPOA61030,Poaceae,Torreyochloa pallida,pale false mannagrass,Torreyochloa pallida,Native,FALSE,FALSE,Pale Manna Grass,S1,N5,G5,Native,Present,"Track selected extant EOs (i.e., partial tracking)",,,,Torreyochloa pallida
,,,,,,,,,Alberta,Vascular Plant,PMPOA61031,Poaceae,Torreyochloa pallida var. fernaldii,pale false mannagrass,Torreyochloa pallida var. fernaldii,Native,FALSE,FALSE,Pale Manna Grass,S1,NNR,G5T4Q,Native,Present,Track all extant and selected historical EOs,,,,Torreyochloa pallida var. fernaldii
,,,,,,,,,Alberta,Vascular Plant,PMPOA61033,Poaceae,Torreyochloa pallida var. pauciflora,few-flowered salt-meadow grass,Torreyochloa pallida var. pauciflora,Native,FALSE,FALSE,Pale Manna Grass,S1,N5,G5T5,Native,Present,Track all extant and selected historical EOs,,,,Torreyochloa pallida var. pauciflora
,,,,,,,,,Alberta,Vascular Plant,PDAST9C040,Asteraceae,Townsendia condensata,alpine townsendia,Townsendia condensata,Native,FALSE,FALSE,Cushion Townsend-daisy,S2,N2,G4,Native,Present,Track all extant and selected historical EOs,,,,Townsendia condensata
,,,,,,,,,Alberta,Vascular Plant,PDAST9C060,Asteraceae,Townsendia exscapa,low townsendia,Townsendia exscapa,Native,FALSE,FALSE,Silky Townsend-daisy,S3,N4N5,G5,Native,Present,Do not track,,,,Townsendia exscapa
,,,,,,,,,Alberta,Vascular Plant,PDAST9C0C0,Asteraceae,Townsendia hookeri,Hooker's townsendia,Townsendia hookeri,Native,FALSE,FALSE,Hooker's Townsend-daisy,S3,N3,G5,Native,Present,Do not track,,,,Townsendia hookeri
,,,,,,,,,Alberta,Vascular Plant,PDAST9C0J0,Asteraceae,Townsendia parryi,Parry's townsendia,Townsendia parryi,Native,FALSE,FALSE,Parry's Townsend-daisy,S3,N3,G4?,Native,Present,Do not track,,,,Townsendia parryi
,,,,,,,,,Alberta,Vascular Plant,PDANA0B020,Anacardiaceae,Toxicodendron radicans,poison ivy,Toxicodendron radicans,Native,FALSE,FALSE,Eastern Poison-ivy,S3,N5,G5,Native,Present,Do not track,,,,Toxicodendron radicans
,,,,,,,,,Alberta,Vascular Plant,PMCOM0B0F0,Commelinaceae,Tradescantia occidentalis,western spiderwort,Tradescantia occidentalis,Native,FALSE,FALSE,Prairie Spiderwort,S1,N2,G5,Native,Present,Track all extant and selected historical EOs,,,,Tradescantia occidentalis
,,,,,,,,,Alberta,Vascular Plant,PMCOM0B0F2,Commelinaceae,Tradescantia occidentalis var. occidentalis,western spiderwort,Tradescantia occidentalis var. occidentalis,Native,FALSE,FALSE,Prairie Spiderwort,S1,N2,G5T5,Native,Present,Do not track,,,,Tradescantia occidentalis var. occidentalis
,,,,,,,,,Alberta,Vascular Plant,PDAST9E010,Asteraceae,Tragopogon dubius,common goat's-beard,Tragopogon dubius,Exotic,FALSE,FALSE,Meadow Goat's-beard,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Tragopogon dubius
,,,,,,,,,Alberta,Vascular Plant,PDAST9E050,Asteraceae,Tragopogon porrifolius,common salsify,Tragopogon porrifolius,Exotic,FALSE,FALSE,Purple Goat's-beard,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Tragopogon porrifolius
,,,,,,,,,Alberta,Vascular Plant,PDAST9E060,Asteraceae,Tragopogon pratensis,meadow goat's-beard,Tragopogon pratensis,Exotic,FALSE,FALSE,Meadow Goat's-beard,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Tragopogon pratensis
,,,,,,,,,Alberta,Vascular Plant,PDBRA1A040,Brassicaceae,Transberingia bursifolia ssp. virgata,slender mouse-ear-cress,Transberingia bursifolia ssp. virgata,Native,FALSE,FALSE,Virgate Halimolobos,S2,N1N2,G3,Native,Present,Track all extant and selected historical EOs,,,,Halimolobos virgata
,,,,,,,,,Alberta,Vascular Plant,PDCLU06010,Clusiaceae,Triadenum fraseri,Fraser's Marsh-St. John's-wort,Triadenum fraseri,Native,FALSE,FALSE,Fraser's Marsh-St. John's-wort,SU,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Triadenum fraseri
,,,,,,,,,Alberta,Vascular Plant,PMLIL1Y030,Liliaceae,Triantha glutinosa,sticky false asphodel,Triantha glutinosa,Native,FALSE,FALSE,Sticky False Asphodel,S5,N5,G5,Native,Present,Do not track,,,,Tofieldia glutinosa
,,,,,,,,,Alberta,Vascular Plant,PMLIL1Y070,Liliaceae,Triantha occidentalis,western false asphodel,Triantha occidentalis,Native,FALSE,FALSE,Western False Asphodel,S1,N5,G5,Native,Present,"Track selected extant EOs (i.e., partial tracking)",,,,Triantha occidentalis
,,,,,,,,,Alberta,Vascular Plant,PMLIL1Y032,Liliaceae,Triantha occidentalis ssp. brevistyla,western false asphodel,Triantha occidentalis ssp. brevistyla,Native,FALSE,FALSE,Short-style Sticky Tofieldia,S1,N5,G5T5,Native,Present,Track all extant and selected historical EOs,,,,Triantha occidentalis ssp. brevistyla
,,,,,,,,,Alberta,Vascular Plant,PMLIL1Y034,Liliaceae,Triantha occidentalis ssp. montana,western false-asphodel,Triantha occidentalis ssp. montana,Native,FALSE,FALSE,Mountain Tofieldia,S1,N5,G5T5,Native,Present,Track all extant and selected historical EOs,,,,Triantha occidentalis ssp. montana
,,,,,,,,,Alberta,Vascular Plant,PMCYP0A010,Cyperaceae,Trichophorum alpinum,Hudson Bay bulrush,Trichophorum alpinum,Native,FALSE,FALSE,Alpine Cotton-grass,S3,N5,G5,Native,Present,Do not track,,,,Trichophorum alpinum
,,,,,,,,,Alberta,Vascular Plant,PMCYP0Q060,Cyperaceae,Trichophorum cespitosum,tufted bulrush,Trichophorum cespitosum,Native,FALSE,FALSE,Tufted Clubrush,S4,N5,G5,Native,Present,Do not track,,,,Trichophorum caespitosum
,,,,,,,,,Alberta,Vascular Plant,PMCYP0Q0A0,Cyperaceae,Trichophorum clintonii,Clinton's bulrush,Trichophorum clintonii,Native,FALSE,FALSE,Clinton's Bulrush,S2,N3,G4,Native,Present,Track all extant and selected historical EOs,,,,Trichophorum clintonii
,,,,,,,,,Alberta,Vascular Plant,PMCYP0Q250,Cyperaceae,Trichophorum pumilum,dwarf bulrush,Trichophorum pumilum,Native,FALSE,FALSE,Rolland's Leafless-bulrush,S3,N4,G5,Native,Present,Track on a watch list only,,,,Trichophorum pumilum
,,,,,,,,,Alberta,Vascular Plant,PDPRI0A010,Primulaceae,Trientalis borealis,northern starflower,Trientalis borealis,Native,FALSE,FALSE,Northern Starflower,S4,NNR,G5,Native,Present,Do not track,,,,Trientalis borealis
,,,,,,,,,Alberta,Vascular Plant,PDPRI0A020,Primulaceae,Trientalis europaea,Arctic starflower,Trientalis europaea,Native,FALSE,FALSE,Arctic Starflower,S3,N4N5,G5,Native,Present,Do not track,,,,Trientalis europaea
