,,,,,,,,,SUBNATION_NAME,NAME_CATEGORY_DESC,ELCODE,FAMILY,Scientific Name,Common Name,SNAME [ACIMS],ORIGIN,TreeTime,SeedTime,GCOMNAME,S_RANK,N_RANK,G_RANK,ORIGIN,CURRENT_PRESENCE_ABSENCE,TRACK_STATUS,,,,GNAME
,,,,,,,,,Alberta,Vascular Plant,PMLIL0D050,Liliaceae,Calochortus apiculatus,mariposa lily,Calochortus apiculatus,Native,FALSE,FALSE,Baker's Mariposa Lily,S3,N4N5,G4G5,Native,Present,Track on a watch list only,,,,Calochortus apiculatus
,,,,,,,,,Alberta,Vascular Plant,PDRAN06010,Ranunculaceae,Caltha leptosepala,mountain marsh-marigold,Caltha leptosepala,Native,FALSE,FALSE,Slender-sepal Marsh-marigold,S4,N5,G5,Native,Present,Do not track,,,,Caltha leptosepala
,,,,,,,,Bearberry Creek Greenhouse,Alberta,Vascular Plant,PDRAN06020,Ranunculaceae,Caltha natans,floating marsh-marigold,Caltha natans,Native,FALSE,FALSE,Floating Marsh-marigold,S5,N5,G5,Native,Present,Do not track,,,,Caltha natans
,,,,,,K&S Growers,Medieval Manor Gardens,Bearberry Creek Greenhouse,Alberta,Vascular Plant,PDRAN06030,Ranunculaceae,Caltha palustris,marsh-marigold,Caltha palustris,Native,FALSE,FALSE,Marsh-marigold,S5,N5,G5,Native,Present,Do not track,,,,Caltha palustris
,,,,,,,,,Alberta,Vascular Plant,PMORC0D010,Orchidaceae,Calypso bulbosa,Venus'-slipper,Calypso bulbosa,Native,FALSE,FALSE,Fairy Slipper,S5?,N5,G5,Native,Present,Do not track,,,,Calypso bulbosa
,,,,,,,,,Alberta,Vascular Plant,PMORC0D011,Orchidaceae,Calypso bulbosa var. americana,Venus'-slipper,Calypso bulbosa var. americana,Native,FALSE,FALSE,Fairy Slipper,S5?,N5,G5T5,Native,Present,Do not track,,,,Calypso bulbosa var. americana
,,,,,,,,,Alberta,Vascular Plant,PDCON040E0,Convolvulaceae,Calystegia sepium,wild morning-glory,Calystegia sepium,Native,FALSE,FALSE,Hedge False Bindweed,S3,N5,G5,Native,Present,Do not track,,,,Calystegia sepium
,,,,,,,,,Alberta,Vascular Plant,PMLIL0E040,Liliaceae,Camassia quamash,blue camas,Camassia quamash,Native,FALSE,FALSE,Common Camassia,S3,N4N5,G5,Native,Present,Do not track,,,,Camassia quamash
,,,,,,,,,Alberta,Vascular Plant,PMLIL0E047,Liliaceae,Camassia quamash var. quamash,blue camas,Camassia quamash var. quamash,Native,FALSE,FALSE,Common Camassia,S3,N4,G5T4T5,Native,Present,Track all extant and selected historical EOs,,,,Camassia quamash ssp. quamash
,,,,,,,,,Alberta,Vascular Plant,PDBRA0H021,Brassicaceae,Camelina alyssum,flat-seed false-flax,Camelina alyssum,Exotic,FALSE,FALSE,Flat-seed False Flax,SNA,NNA,GNRTNR,Exotic,Present,Do not track,,,,Camelina sativa ssp. alyssum
,,,,,,,,,Alberta,Vascular Plant,PDBRA0H010,Brassicaceae,Camelina microcarpa,small-seeded false flax,Camelina microcarpa,Exotic,FALSE,FALSE,Little-seed False Flax,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Camelina microcarpa
,,,,,,,,,Alberta,Vascular Plant,PDBRA0H020,Brassicaceae,Camelina sativa,large-seeded false flax,Camelina sativa,Exotic,FALSE,FALSE,Large-seed False Flax,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Camelina sativa
,,,,,,,,,Alberta,Vascular Plant,PDCAM02030,Campanulaceae,Campanula aparinoides,marsh bellflower,Campanula aparinoides,Native,FALSE,FALSE,Marsh Bellflower,S1,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Campanula aparinoides
,,,,,,,,,Alberta,Vascular Plant,PDCAM020D0,Campanulaceae,Campanula glomerata,clustered bellflower,Campanula glomerata,Exotic,FALSE,FALSE,Clustered Bellflower,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Campanula glomerata
,,,,,,,,Edmonton Native Plant Society,Alberta,Vascular Plant,PDCAM020F0,Campanulaceae,Campanula lasiocarpa,Alaska harebell,Campanula lasiocarpa,Native,FALSE,FALSE,Common Alaska Harebell,S3,N5,G5,Native,Present,Do not track,,,,Campanula lasiocarpa
,,,,,,,,,Alberta,Vascular Plant,PDCAM020Q0,Campanulaceae,Campanula rapunculoides,creeping bellflower,Campanula rapunculoides,Exotic,FALSE,FALSE,Creeping Bellflower,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Campanula rapunculoides
,,,,ALCLA,K&S Growers,Medieval Manor Gardens,Prairie Flora Greenhouse,Arnica Wildflowers,Alberta,Vascular Plant,PDCAM020T0,Campanulaceae,Campanula rotundifolia,harebell,Campanula rotundifolia,Native,FALSE,FALSE,American Harebell,S5,N5,G5,Native,Present,Do not track,,,,Campanula rotundifolia
,,,,,,,,,Alberta,Vascular Plant,PDCAM020Y0,Campanulaceae,Campanula uniflora,alpine harebell,Campanula uniflora,Native,FALSE,FALSE,Arctic Harebell,S3,N5,G5,Native,Present,Track on a watch list only,,,,Campanula uniflora
,,,,,,,Edmonton Native Plant Society,Arnica Wildflowers,Alberta,Vascular Plant,PDASTEK010,Asteraceae,Canadanthus modestus,large northern aster,Canadanthus modestus,Native,FALSE,FALSE,Great Northern Aster,S5,N5,G5,Native,Present,Do not track,,,,Canadanthus modestus
,,,,,,,,,Alberta,Vascular Plant,PDCNB04010,Cannabaceae,Cannabis sativa,hemp,Cannabis sativa,Exotic,FALSE,FALSE,Marijuana,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Cannabis sativa
,,,,,,,,Medieval Manor Gardens,Alberta,Vascular Plant,PDFUM030B0,Fumariaceae,Capnoides sempervirens,pink corydalis,Capnoides sempervirens,Native,FALSE,FALSE,Pale Corydalis,S5,N5,G5,Native,Present,Do not track,,,,Corydalis sempervirens
,,,,,,,,,Alberta,Vascular Plant,PDBRA0J010,Brassicaceae,Capsella bursa-pastoris,shepherd's-purse,Capsella bursa-pastoris,Exotic,FALSE,FALSE,Common Shepherd's Purse,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Capsella bursa-pastoris
,,,,,,,,,Alberta,Vascular Plant,PDFAB0R010,Fabaceae,Caragana arborescens,common caragana,Caragana arborescens,Exotic,FALSE,FALSE,Siberian Peashrub,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Caragana arborescens
,,,,,,,,,Alberta,Vascular Plant,PDBRA0K020,Brassicaceae,Cardamine bellidifolia,alpine bitter cress,Cardamine bellidifolia,Native,FALSE,FALSE,Alpine Bittercress,S3,N5,G5,Native,Present,Do not track,,,,Cardamine bellidifolia
,,,,,,,,,Alberta,Vascular Plant,PDBRA0K1M0,Brassicaceae,Cardamine dentata,toothed bittercress,Cardamine dentata,Native,FALSE,FALSE,White Cuckoo Bittercress,S2,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Cardamine dentata
,,,,,,,,,Alberta,Vascular Plant,PDBRA0K0Z1,Brassicaceae,Cardamine nymanii,northern field bittercress,Cardamine nymanii,Native,FALSE,FALSE,Cuckoo-flower,S3,N5,G5T5,Native,Present,Do not track,,,,Cardamine pratensis var. angustifolia
,,,,,,,,,Alberta,Vascular Plant,PDBRA0K0V0,Brassicaceae,Cardamine parviflora,small bittercress,Cardamine parviflora,Native,FALSE,FALSE,Small-flower Bittercress,S2,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Cardamine parviflora
,,,,,,,,,Alberta,Vascular Plant,PDBRA0K0Y0,Brassicaceae,Cardamine pensylvanica,Pennsylvania bittercress,Cardamine pensylvanica,Native,FALSE,FALSE,Pennsylvania Bittercress,S5,N5,G5,Native,Present,Do not track,,,,Cardamine pensylvanica
,,,,,,,,,Alberta,Vascular Plant,PDBRA0K0U1,Brassicaceae,Cardamine umbellata,mountain cress,Cardamine umbellata,Native,FALSE,FALSE,Few-seed Bittercress,S3,N4N5,G5T4T5,Native,Present,Do not track,,,,Cardamine oligosperma var. kamtschatica
,,,,,,,,,Alberta,Vascular Plant,PDAST1S010,Asteraceae,Carduus acanthoides,plumeless thistle,Carduus acanthoides,Exotic,FALSE,FALSE,Spiny Plumeless-thistle,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Carduus acanthoides
,,,,,,,,,Alberta,Vascular Plant,PDAST1S040,Asteraceae,Carduus nutans,nodding thistle,Carduus nutans,Exotic,FALSE,FALSE,Musk Thistle,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Carduus nutans
,,,,,,,,,Alberta,Vascular Plant,PMCYP03070,Cyperaceae,Carex adusta,browned sedge,Carex adusta,Native,FALSE,FALSE,Crowded Sedge,S3,N5,G5,Native,Present,Do not track,,,,Carex adusta
,,,,,,,,,Alberta,Vascular Plant,PMCYP030F0,Cyperaceae,Carex albonigra,black-and-white sedge,Carex albonigra,Native,FALSE,FALSE,Black-and-white-scale Sedge,S4,N5,G5,Native,Present,Do not track,,,,Carex albonigra
,,,,,,,,,Alberta,Vascular Plant,PMCYP030U0,Cyperaceae,Carex aperta,open sedge,Carex aperta,Native,FALSE,FALSE,Columbian Sedge,S2,N4,G4,Native,Present,Track all extant and selected historical EOs,,,,Carex aperta
,,,,,,K&S Growers,Medieval Manor Gardens,Bearberry Creek Greenhouse,Alberta,Vascular Plant,PMCYP030V0,Cyperaceae,Carex aquatilis,water sedge,Carex aquatilis,Native,FALSE,FALSE,Water Sedge,S5,N5,G5,Native,Present,Do not track,,,,Carex aquatilis
,,,,,,,,,Alberta,Vascular Plant,PMCYP030X0,Cyperaceae,Carex arcta,narrow sedge,Carex arcta,Native,FALSE,FALSE,Northern Clustered Sedge,S2,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Carex arcta
,,,,,,K&S Growers,Medieval Manor Gardens,Bearberry Creek Greenhouse,Alberta,Vascular Plant,PMCYP03160,Cyperaceae,Carex atherodes,awned sedge,Carex atherodes,Native,FALSE,FALSE,Awned Sedge,S5,N5,G5,Native,Present,Do not track,,,,Carex atherodes
,,,,,,,,,Alberta,Vascular Plant,PMCYP03170,Cyperaceae,Carex athrostachya,long-bracted sedge,Carex athrostachya,Native,FALSE,FALSE,Jointed-spike Sedge,S4,N5,G5,Native,Present,Do not track,,,,Carex athrostachya
,,,,,,,,,Alberta,Vascular Plant,PMCYP03BE0,Cyperaceae,Carex atratiformis ssp. raymondii,scabrous black sedge,Carex atratiformis ssp. raymondii,Native,FALSE,FALSE,Black Sedge,S4,NNR,G5,Native,Present,Do not track,,,,Carex raymondii
,,,,,,,,,Alberta,Vascular Plant,PMCYP031B0,Cyperaceae,Carex atrosquama,dark-scaled sedge,Carex atrosquama,Native,FALSE,FALSE,Blackened Sedge,S4,N5,G5,Native,Present,Do not track,,,,Carex atrosquama
,,,,,,,,K&S Growers,Alberta,Vascular Plant,PMCYP031C0,Cyperaceae,Carex aurea,golden sedge,Carex aurea,Native,FALSE,FALSE,Golden-fruit Sedge,S5,N5,G5,Native,Present,Do not track,,,,Carex aurea
,,,,,,,,,Alberta,Vascular Plant,PMCYP031F0,Cyperaceae,Carex backii,Back's sedge,Carex backii,Native,FALSE,FALSE,Back's Sedge,S3,N5,G5,Native,Present,Do not track,,,,Carex backii
,,,,K&S Growers,Bearberry Creek Greenhouse,Edmonton Native Plant Society,Prairie Flora Greenhouse,Arnica Wildflowers,Alberta,Vascular Plant,PMCYP031M0,Cyperaceae,Carex bebbii,Bebb's sedge,Carex bebbii,Native,FALSE,FALSE,Bebb's Sedge,S5,N5,G5,Native,Present,Do not track,,,,Carex bebbii
,,,,,,,,,Alberta,Vascular Plant,PMCYP031Q0,Cyperaceae,Carex bicolor,two-color sedge,Carex bicolor,Native,FALSE,FALSE,Two-color Sedge,S1,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Carex bicolor
,,,,,,,,,Alberta,Vascular Plant,PMCYP03220,Cyperaceae,Carex brevior,slender-beaked sedge,Carex brevior,Native,FALSE,FALSE,Fescue Sedge,S3,N5,G5,Native,Present,Do not track,,,,Carex brevior
,,,,,,,,,Alberta,Vascular Plant,PMCYP03280,Cyperaceae,Carex brunnescens,brownish sedge,Carex brunnescens,Native,FALSE,FALSE,Brownish Sedge,S4,N5,G5,Native,Present,Do not track,,,,Carex brunnescens
,,,,,,,,,Alberta,Vascular Plant,PMCYP032B0,Cyperaceae,Carex buxbaumii,brown sedge,Carex buxbaumii,Native,FALSE,FALSE,Buxbaum's Sedge,S3,N5,G5,Native,Present,Do not track,,,,Carex buxbaumii
,,,,,,,,,Alberta,Vascular Plant,PMCYP032F0,Cyperaceae,Carex canescens,hoary sedge,Carex canescens,Native,FALSE,FALSE,Hoary Sedge,S5,N5,G5,Native,Present,Do not track,,,,Carex canescens
,,,,,,,,,Alberta,Vascular Plant,PMCYP032F4,Cyperaceae,Carex canescens ssp. canescens,short sedge,Carex canescens ssp. canescens,Native,FALSE,FALSE,Hoary Sedge,S5,N5,G5T5,Native,Present,Do not track,,,,Carex canescens ssp. canescens
,,,,,,,,,Alberta,Vascular Plant,PMCYP032G0,Cyperaceae,Carex capillaris,hair-like sedge,Carex capillaris,Native,FALSE,FALSE,Hair-like Sedge,S5,N5,G5,Native,Present,Do not track,,,,Carex capillaris
,,,,,,,,,Alberta,Vascular Plant,PMCYP032H0,Cyperaceae,Carex capitata,capitate sedge,Carex capitata,Native,FALSE,FALSE,Capitate Sedge,S4,N5,G5,Native,Present,Do not track,,,,Carex capitata
,,,,,,,,,Alberta,Vascular Plant,PMCYP032U0,Cyperaceae,Carex chordorrhiza,prostrate sedge,Carex chordorrhiza,Native,FALSE,FALSE,Creeping Sedge,S5,N5,G5,Native,Present,Do not track,,,,Carex chordorrhiza
,,,,,,,,,Alberta,Vascular Plant,PMCYP03300,Cyperaceae,Carex concinna,beautiful sedge,Carex concinna,Native,FALSE,FALSE,Beautiful Sedge,S5,N5,G5,Native,Present,Do not track,,,,Carex concinna
,,,,,,,,,Alberta,Vascular Plant,PMCYP03310,Cyperaceae,Carex concinnoides,low northern sedge,Carex concinnoides,Native,FALSE,FALSE,Northwestern Sedge,S4,N5,G5,Native,Present,Do not track,,,,Carex concinnoides
,,,,,,,,,Alberta,Vascular Plant,PMCYP03KY0,Cyperaceae,Carex cordillerana,cordilleran sedge,Carex cordillerana,Native,FALSE,FALSE,Cordilleran Sedge,S1,N4,G3G4,Native,Present,Track all extant and selected historical EOs,,,,Carex cordillerana
,,,,,,,,,Alberta,Vascular Plant,PMCYP03360,Cyperaceae,Carex crawei,Crawe's sedge,Carex crawei,Native,FALSE,FALSE,Crawe's Sedge,S3,N4,G5,Native,Present,Track all extant and selected historical EOs,,,,Carex crawei
,,,,,,,,,Alberta,Vascular Plant,PMCYP03370,Cyperaceae,Carex crawfordii,Crawford's sedge,Carex crawfordii,Native,FALSE,FALSE,Crawford's Sedge,S4,N5,G5,Native,Present,Do not track,,,,Carex crawfordii
,,,,,,,,,Alberta,Vascular Plant,PMCYP033L0,Cyperaceae,Carex deflexa,bent sedge,Carex deflexa,Native,FALSE,FALSE,Northern Sedge,S3,N5,G5,Native,Present,Do not track,,,,Carex deflexa
,,,,,,,,,Alberta,Vascular Plant,PMCYP033Q0,Cyperaceae,Carex deweyana,Dewey's sedge,Carex deweyana,Native,FALSE,FALSE,Short-scale Sedge,S4,N5,G5,Native,Present,Do not track,,,,Carex deweyana
,,,,,,,,,Alberta,Vascular Plant,PMCYP033Q1,Cyperaceae,Carex deweyana var. deweyana,Dewey's sedge,Carex deweyana var. deweyana,Native,FALSE,FALSE,Short-scale Sedge,S4,N5,G5T5,Native,Present,Do not track,,,,Carex deweyana var. deweyana
,,,,,,,,,Alberta,Vascular Plant,PMCYP033R0,Cyperaceae,Carex diandra,two-stamened sedge,Carex diandra,Native,FALSE,FALSE,Lesser Panicled Sedge,S5,N5,G5,Native,Present,Do not track,,,,Carex diandra
,,,,,,,,,Alberta,Vascular Plant,PMCYP033U0,Cyperaceae,Carex disperma,two-seeded sedge,Carex disperma,Native,FALSE,FALSE,Softleaf Sedge,S5,N5,G5,Native,Present,Do not track,,,,Carex disperma
,,,,,,,,,Alberta,Vascular Plant,PMCYP033Y0,Cyperaceae,Carex douglasii,Douglas sedge,Carex douglasii,Native,FALSE,FALSE,Douglas' Sedge,S3,N5,G5,Native,Present,Do not track,,,,Carex douglasii
,,,,,,,,,Alberta,Vascular Plant,PMCYP03GJ0,Cyperaceae,Carex duriuscula,low sedge,Carex duriuscula,Native,FALSE,FALSE,Needleleaf Sedge,S5,N5,G5,Native,Present,Do not track,,,,Carex duriuscula
,,,,,,,,,Alberta,Vascular Plant,PMCYP03420,Cyperaceae,Carex eburnea,bristle-leaved sedge,Carex eburnea,Native,FALSE,FALSE,Bristle-leaved Sedge,S4,N5,G5,Native,Present,Do not track,,,,Carex eburnea
,,,,,,,,,Alberta,Vascular Plant,PMCYP03430,Cyperaceae,Carex echinata,little prickly sedge,Carex echinata,Native,FALSE,FALSE,Little Prickly Sedge,S1,N5,G5,Native,Present,Do not track,,,,Carex echinata
,,,,,,,,,Alberta,Vascular Plant,PMCYP03431,Cyperaceae,Carex echinata ssp. echinata,little prickly sedge,Carex echinata ssp. echinata,Native,FALSE,FALSE,Little Prickly Sedge,S1,N5,G5T5,Native,Present,Track all extant and selected historical EOs,,,,Carex echinata ssp. echinata
,,,,,,,,,Alberta,Vascular Plant,PMCYP035X3,Cyperaceae,Carex epapillosa,blackened sedge,Carex epapillosa,Native,FALSE,FALSE,Different-nerve Sedge,S1,N1N3,G5T5,Native,Present,Track all extant and selected historical EOs,,,,Carex heteroneura var. epapillosa
,,,,,,,,,Alberta,Vascular Plant,PMCYP034N0,Cyperaceae,Carex filifolia,thread-leaved sedge,Carex filifolia,Native,FALSE,FALSE,Threadleaf Sedge,S5,N5,G5,Native,Present,Do not track,,,,Carex filifolia
,,,,,,,,,Alberta,Vascular Plant,PMCYP034T0,Cyperaceae,Carex flava,yellow sedge,Carex flava,Native,FALSE,FALSE,Yellow Sedge,S2S3,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Carex flava
,,,,,,,,,Alberta,Vascular Plant,PMCYP03LT0,Cyperaceae,Carex foenea,silvery-flowered sedge,Carex foenea,Native,FALSE,FALSE,Bronze Sedge,S4,N5,G5,Native,Present,Do not track,,,,Carex foenea
,,,,,,,,,Alberta,Vascular Plant,PMCYP038N0,Cyperaceae,Carex fuliginosa ssp. misandra,nodding sedge,Carex fuliginosa ssp. misandra,Native,FALSE,FALSE,Shortleaf Sedge,S2,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Carex misandra
,,,,,,,,,Alberta,Vascular Plant,PMCYP03520,Cyperaceae,Carex garberi,elk sedge,Carex garberi,Native,FALSE,FALSE,Elk Sedge,S3,N4N5,G5,Native,Present,Do not track,,,,Carex garberi
,,,,,,,,,Alberta,Vascular Plant,PMCYP03540,Cyperaceae,Carex geyeri,Geyer's sedge,Carex geyeri,Native,FALSE,FALSE,Geyer's Sedge,S2,N3N4,G5,Native,Present,Track all extant and selected historical EOs,,,,Carex geyeri
,,,,,,,,,Alberta,Vascular Plant,PMCYP03570,Cyperaceae,Carex glacialis,glacier sedge,Carex glacialis,Native,FALSE,FALSE,Alpine Sedge,S3,N5,G5,Native,Present,Do not track,,,,Carex glacialis
,,,,,,,,,Alberta,Vascular Plant,PMCYP035K0,Cyperaceae,Carex gynocrates,northern bog sedge,Carex gynocrates,Native,FALSE,FALSE,Northern Bog Sedge,S5,N5,G5,Native,Present,Do not track,,,,Carex gynocrates
,,,,,,,,,Alberta,Vascular Plant,PMCYP035R0,Cyperaceae,Carex haydeniana,Hayden's sedge,Carex haydeniana,Native,FALSE,FALSE,Hayden's Sedge,S3,N5?,G5?,Native,Present,Do not track,,,,Carex haydeniana
,,,,,,,,,Alberta,Vascular Plant,PMCYP035T0,Cyperaceae,Carex heleonastes,Hudson Bay sedge,Carex heleonastes,Native,FALSE,FALSE,Hudson Bay Sedge,S3,N3,G4,Native,Present,Do not track,,,,Carex heleonastes
,,,,,,,,,Alberta,Vascular Plant,PMCYP03650,Cyperaceae,Carex hoodii,Hood's sedge,Carex hoodii,Native,FALSE,FALSE,Hood's Sedge,S3,N5,G5,Native,Present,Do not track,,,,Carex hoodii
,,,,,,,,,Alberta,Vascular Plant,PMCYP03660,Cyperaceae,Carex hookeriana,Hooker's sedge,Carex hookeriana,Native,FALSE,FALSE,Hooker's Sedge,S3,N4,G4?,Native,Present,Track on a watch list only,,,,Carex hookeriana
,,,,,,,,,Alberta,Vascular Plant,PMCYP03690,Cyperaceae,Carex houghtoniana,sand sedge,Carex houghtoniana,Native,FALSE,FALSE,Houghton's Sedge,S3,N5,G5,Native,Present,Do not track,,,,Carex houghtoniana
,,,,,,,,Bearberry Creek Greenhouse,Alberta,Vascular Plant,PMCYP036D0,Cyperaceae,Carex hystericina,porcupine sedge,Carex hystericina,Native,FALSE,FALSE,Porcupine Sedge,S2,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Carex hystericina
,,,,,,,,,Alberta,Vascular Plant,PMCYP036F0,Cyperaceae,Carex illota,small-headed sedge,Carex illota,Native,FALSE,FALSE,Small-head Sedge,S1,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Carex illota
,,,,,,,,,Alberta,Vascular Plant,PMCYP036G0,Cyperaceae,Carex incurviformis,curved-spike sedge,Carex incurviformis,Native,FALSE,FALSE,Curved-spike Sedge,S3,N3,G4G5,Native,Present,Do not track,,,,Carex incurviformis
,,,,,,,,,Alberta,Vascular Plant,PMCYP036G2,Cyperaceae,Carex incurviformis var. incurviformis,curved-spike sedge,Carex incurviformis var. incurviformis,Native,FALSE,FALSE,Seaside Sedge,S3,NNR,G4G5T4T5Q,Native,Present,Do not track,,,,Carex incurviformis var. incurviformis
,,,,,,,,,Alberta,Vascular Plant,PMCYP03L40,Cyperaceae,Carex infirminervia,weak-nerved sedge,Carex infirminervia,Native,FALSE,FALSE,Weak-nerved Sedge,S1,N4?,G5,Native,Present,Track all extant and selected historical EOs,,,,Carex infirminervia
,,,,,,,,,Alberta,Vascular Plant,PMCYP036H0,Cyperaceae,Carex inops,Long-stolon Sedge,Carex inops,Native,FALSE,FALSE,Long-stolon Sedge,S5,N4N5,G5,Native,Present,Do not track,,,,Carex inops
,,,,,,,,,Alberta,Vascular Plant,PMCYP036H2,Cyperaceae,Carex inops ssp. heliophila,sun sedge,Carex inops ssp. heliophila,Native,FALSE,FALSE,Sun Sedge,S5,N4N5,G5T5,Native,Present,Do not track,,,,Carex inops ssp. heliophila
,,,,,,,,,Alberta,Vascular Plant,PMCYP036K0,Cyperaceae,Carex interior,inland sedge,Carex interior,Native,FALSE,FALSE,Inland Sedge,S4,N5,G5,Native,Present,Do not track,,,,Carex interior
,,,,,,,,,Alberta,Vascular Plant,PMCYP031T0,Cyperaceae,Carex lachenalii,two-parted sedge,Carex lachenalii,Native,FALSE,FALSE,Arctic Hare's-foot Sedge,S3,N5,G5,Native,Present,Do not track,,,,Carex bipartita
,,,,,,,K&S Growers,Bearberry Creek Greenhouse,Alberta,Vascular Plant,PMCYP036W0,Cyperaceae,Carex lacustris,lakeshore sedge,Carex lacustris,Native,FALSE,FALSE,Lake-bank Sedge,S4,N5,G5,Native,Present,Do not track,,,,Carex lacustris
,,,,,,,,,Alberta,Vascular Plant,PMCYP03G50,Cyperaceae,Carex lapponica,Lapland sedge,Carex lapponica,Native,FALSE,FALSE,Lapland Sedge,SU,N3N4,G4G5,Native,Present,Do not track,,,,Carex lapponica
,,,,,,,,,Alberta,Vascular Plant,PMCYP03720,Cyperaceae,Carex lasiocarpa,hairy-fruited sedge,Carex lasiocarpa,Native,FALSE,FALSE,Slender Sedge,S4,N5,G5,Native,Present,Do not track,,,,Carex lasiocarpa
,,,,,,,,,Alberta,Vascular Plant,PMCYP03721,Cyperaceae,Carex lasiocarpa var. americana,hairy-fruited sedge,Carex lasiocarpa var. americana,Native,FALSE,FALSE,Slender Sedge,S4,N5,G5T5,Native,Present,Do not track,,,,Carex lasiocarpa var. americana
,,,,,,,,,Alberta,Vascular Plant,PMCYP037A0,Cyperaceae,Carex lenticularis,shore sedge,Carex lenticularis,Native,FALSE,FALSE,Lenticular Sedge,S4,N5,G5,Native,Present,Do not track,,,,Carex lenticularis
,,,,,,,,,Alberta,Vascular Plant,PMCYP037A3,Cyperaceae,Carex lenticularis var. dolia,lens-fruited sedge,Carex lenticularis var. dolia,Native,FALSE,FALSE,Enander's Sedge,S1,N5?,G5T5?,Native,Present,Track all extant and selected historical EOs,,,,Carex lenticularis var. dolia
,,,,,,,,,Alberta,Vascular Plant,PMCYP037A5,Cyperaceae,Carex lenticularis var. lenticularis,shore sedge,Carex lenticularis var. lenticularis,Native,FALSE,FALSE,Lenticular Sedge,S1,N5,G5T5,Native,Present,Track all extant and selected historical EOs,,,,Carex lenticularis var. lenticularis
